class_value,log10_class,log10_lower,log10_upper
22.0,1.3424226808222062,1.3292378519984331,1.3556075096459792
22.916664145292874,1.3601514,1.3469665711762269,1.373336228823773
22.9166666666667,1.3601514477826384,1.3469666189588654,1.3733362766064114
26.4,1.421603926869831,1.408419098046058,1.434788755693604
28.8,1.4593924877592308,1.4462076589354578,1.4725773165830038
30.5,1.4842998393467859,1.4711150105230129,1.497484668170559
31.0,1.4913616938342726,1.4781768650104996,1.5045465226580457
36.0,1.5563025007672873,1.5431176719435142,1.5694873295910603
39.0,1.591064607026499,1.577879778202726,1.6042494358502721
45.0,1.6532125137753437,1.6400276849515707,1.6663973425991168
45.37932169460929,1.656858,1.643673171176227,1.670042828823773
50.0,1.6989700043360187,1.6857851755122457,1.7121548331597918
52.0,1.7160033436347992,1.7028185148110262,1.7291881724585723
53.0,1.724275869600789,1.711091040777016,1.737460698424562
60.0,1.7781512503836436,1.7649664215598706,1.7913360792074167
70.0,1.845098040014257,1.831913211190484,1.85828286883803
70.8333333333333,1.8502376796666677,1.8370528508428947,1.8634225084904408
70.83333664969537,1.8502377,1.837052871176227,1.8634225288237731
74.5,1.8721562727482928,1.8589714439245197,1.8853411015720658
80.0,1.9030899869919435,1.8899051581681705,1.9162748158157166
85.0,1.9294189257142926,1.9162340968905196,1.9426037545380657
99.0,1.99563519459755,1.9824503657737769,2.0088200234213227
100.0,2.0,1.986815171176227,2.013184828823773
104.0,2.0170333392987803,2.0038485104750072,2.0302181681225533
123.0,2.089905111439398,2.076720282615625,2.103089940263171
124.4,2.0948203803548,2.081635551531027,2.108005209178573
126.0,2.100370545117563,2.08718571629379,2.113555373941336
135.0,2.130333768495006,2.117148939671233,2.143518597318779
142.0,2.1522883443830563,2.1391035155592832,2.1654731732068293
146.0,2.164352855784437,2.151168026960664,2.17753768460821
149.0,2.173186268412274,2.160001439588501,2.186371097236047
150.0,2.1760912590556813,2.1629064302319083,2.1892760878794544
155.0,2.1903316981702914,2.1771468693465184,2.2035165269940644
173.0,2.2380461031287955,2.2248612743050225,2.2512309319525685
180.0,2.255272505103306,2.242087676279533,2.268457333927079
182.0,2.2600713879850747,2.2468865591613016,2.2732562168088477
200.0,2.3010299956639813,2.287845166840208,2.3142148244877543
211.3,2.3248994970523134,2.3117146682285403,2.3380843258760864
216.0,2.3344537511509307,2.3212689223271576,2.3476385799747037
229.166666666667,2.3601514477826386,2.3469666189588656,2.3733362766064117
229.16669422050416,2.3601515,2.346966671176227,2.373336328823773
231.0,2.3636119798921444,2.3504271510683714,2.3767968087159175
235.0,2.3710678622717363,2.3578830334479632,2.3842526910955093
250.0,2.3979400086720375,2.3847551798482645,2.4111248374958105
290.0,2.462397997898956,2.449213169075183,2.475582826722729
300.0,2.4771212547196626,2.4639364258958896,2.4903060835434356
312.0,2.494154594018443,2.48096976519467,2.507339422842216
365.0,2.5622928644564746,2.5491080356327016,2.5754776932802477
375.0,2.574031267727719,2.560846438903946,2.587216096551492
511.0,2.708420900134713,2.69523607131094,2.721605728958486
517.0,2.7134905430939424,2.7003057142701694,2.7266753719177155
577.0,2.7611758131557314,2.7479909843319583,2.7743606419795044
666.3,2.823669813268136,2.810484984444363,2.836854642091909
708.3332033971869,2.8502376,2.837052771176227,2.863422428823773
708.333333333333,2.8502376796666677,2.8370528508428947,2.8634225084904408
875.0,2.942008053022313,2.92882322419854,2.955192881846086
2291.66666666667,3.3601514477826386,3.3469666189588656,3.3733362766064117
2291.666942205042,3.3601515,3.346966671176227,3.373336328823773
2700.0,3.4313637641589874,3.4181789353352143,3.4445485929827604
3650.0,3.5622928644564746,3.5491080356327016,3.5754776932802477
7083.33333333333,3.8502376796666677,3.8370528508428947,3.8634225084904408
