class_value,log10_class,log10_lower,log10_upper
0.2083333032920772,-0.6812413000000003,-0.9011596575000003,-0.4613229425000002
0.7083333175670197,-0.14976233,-0.36968068750000005,0.07015602750000005
2.291666783902302,0.3601514699999999,0.14023311249999987,0.5800698275
6.634756674234519,0.821825,0.6019066424999999,1.0417433575000001
7.083333175670195,0.85023767,0.6303193125,1.0701560275
9.001666730971472,0.95432293,0.7344045724999999,1.1742412875000001
16.799702847126674,1.2253016,1.0053832425,1.4452199575000002
22.916664145292874,1.3601514,1.1402330424999998,1.5800697575
60.000006854753344,1.7781513,1.5582329424999999,1.9980696575
70.83333664969537,1.8502377,1.6303193425,2.0701560575
229.16669422050416,2.3601515,2.1402331425,2.5800698575000003
708.3332033971869,2.8502376,2.6303192424999997,3.0701559575
2291.666942205042,3.3601515,3.1402331425,3.5800698575000003
