scaffold_smiles,count,coverage_pct,cumulative_pct
c1ccccc1,29,39.73,39.73
,21,28.77,68.5
c1ccc(-c2ccccc2)cc1,6,8.22,76.72
c1ccc2c(c1)Oc1ccccc1O2,5,6.85,83.57
c1ccc2ccccc2c1,3,4.11,87.68
c1ccncc1,2,2.74,90.42
C1CCCCC1,1,1.37,91.79
c1ccc2c(c1)oc1ccccc12,1,1.37,93.16
C1CCCC1,1,1.37,94.53
c1ccc(Cc2ccccc2)cc1,1,1.37,95.9
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,1,1.37,97.27
C1=CC2CC1[C@@H]1[C@H]2[C@H]2C=C[C@@H]1C2,1,1.37,98.64
c1cc2ccc3cccc4ccc(c1)c2c34,1,1.37,100.01
