T_half_class_days,T_half_lower_bound,T_half_upper_bound,T_half_log10_lower,T_half_log10_upper
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
