class_value,log10_class,log10_lower,log10_upper
6.6,0.8195439355418687,0.8144937720897057,0.8245940989940316
6.634756674234519,0.821825,0.8167748365478371,0.8268751634521629
6.9,0.8388490907372553,0.8337989272850924,0.8438992541894182
7.0,0.8450980400142568,0.8400478765620939,0.8501482034664197
7.0833,0.8502356359231208,0.8451854724709579,0.8552857993752837
7.083333175670195,0.85023767,0.845187506547837,0.8552878334521629
7.08333333333333,0.8502376796666677,0.8451875162145048,0.8552878431188307
7.2,0.8573324964312685,0.8522823329791056,0.8623826598834314
7.38,0.8680563618230416,0.8630061983708787,0.8731065252752045
7.4,0.8692317197309762,0.8641815562788133,0.8742818831831392
7.5,0.8750612633917001,0.8700110999395372,0.880111426843863
7.7,0.8864907251724818,0.8814405617203189,0.8915408886246448
7.9,0.8976270912904415,0.8925769278382786,0.9026772547426044
8.0,0.9030899869919435,0.8980398235397806,0.9081401504441065
8.1,0.9084850188786497,0.9034348554264868,0.9135351823308127
8.25,0.9164539485499251,0.9114037850977622,0.921504112002088
8.3,0.919078092376074,0.914027928923911,0.9241282558282369
8.4,0.9242792860618817,0.9192291226097188,0.9293294495140446
8.9,0.9493900066449128,0.9443398431927499,0.9544401700970757
9.0,0.9542425094393249,0.949192345987162,0.9592926728914878
9.001666730971472,0.95432293,0.9492727665478371,0.9593730934521629
9.1,0.9590413923210935,0.9539912288689306,0.9640915557732564
9.6,0.9822712330395684,0.9772210695874055,0.9873213964917313
10.0,1.0,0.9949498365478371,1.005050163452163
10.1,1.0043213737826426,0.9992712103304797,1.0093715372348055
10.2,1.0086001717619175,1.0035500083097546,1.0136503352140804
10.4,1.0170333392987803,1.0119831758466173,1.0220835027509432
10.5,1.021189299069938,1.0161391356177751,1.026239462522101
10.6,1.0253058652647702,1.0202557018126073,1.030356028716933
10.7,1.0293837776852097,1.0243336142330468,1.0344339411373726
11.0,1.0413926851582251,1.0363425217060622,1.046442848610388
11.4,1.0569048513364727,1.0518546878843098,1.0619550147886356
11.6,1.0644579892269184,1.0594078257747555,1.0695081526790813
11.9,1.0755469613925308,1.070496797940368,1.0805971248446937
12.0,1.0791812460476249,1.074131082595462,1.0842314094997878
12.42,1.0941215958405615,1.0890714323883985,1.0991717592927244
13.0,1.1139433523068367,1.1088931888546738,1.1189935157589996
13.8,1.1398790864012365,1.1348289229490736,1.1449292498533994
13.9,1.1430148002540952,1.1379646368019323,1.148064963706258
14.0,1.146128035678238,1.141077872226075,1.1511781991304009
14.4,1.1583624920952498,1.1533123286430869,1.1634126555474127
15.0,1.1760912590556813,1.1710410956035184,1.1811414225078443
16.0,1.2041199826559248,1.1990698192037619,1.2091701461080877
16.799702847126674,1.2253016,1.2202514365478372,1.230351763452163
17.0,1.2304489213782739,1.225398757926111,1.2354990848304368
17.1,1.2329961103921538,1.227945946939991,1.2380462738443168
17.2,1.235528446907549,1.230478283455386,1.2405786103597118
17.3,1.2380461031287955,1.2329959396766326,1.2430962665809584
17.9,1.252853030979893,1.2478028675277302,1.257903194432056
18.9,1.276461804173244,1.2714116407210811,1.281511967625407
19.4,1.287801729930226,1.282751566478063,1.292851893382389
19.7,1.294466226161593,1.28941606270943,1.2995163896137558
19.9,1.2988530764097066,1.2938029129575437,1.3039032398618695
20.0,1.3010299956639813,1.2959798322118183,1.3060801591161442
20.1,1.3031960574204888,1.298145893968326,1.3082462208726517
20.2,1.3053513694466237,1.3003012059944608,1.3104015328987866
20.775,1.3175410324561485,1.3124908690039856,1.3225911959083114
21.0,1.3222192947339193,1.3171691312817564,1.3272694581860822
21.6,1.334453751150931,1.329403587698768,1.3395039146030938
21.9,1.3404441148401183,1.3353939513879554,1.3454942782922812
22.916664145292874,1.3601514,1.355101236547837,1.3652015634521628
22.9166666666667,1.3601514477826384,1.3551012843304755,1.3652016112348013
23.0,1.3617278360175928,1.35667767256543,1.3667779994697558
24.0,1.380211241711606,1.375161078259443,1.3852614051637688
25.0,1.3979400086720377,1.3928898452198748,1.4029901721242006
26.0,1.414973347970818,1.409923184518655,1.4200235114229809
26.5,1.423245873936808,1.418195710484645,1.4282960373889708
27.0,1.4313637641589874,1.4263136007068244,1.4364139276111503
27.5,1.4393326938302626,1.4342825303780997,1.4443828572824255
28.0,1.4471580313422192,1.4421078678900563,1.4522081947943821
29.0,1.462397997898956,1.4573478344467932,1.467448161351119
30.0,1.4771212547196624,1.4720710912674995,1.4821714181718253
30.4,1.4828735836087537,1.4778234201565907,1.4879237470609166
31.2,1.4941545940184429,1.48910443056628,1.4992047574706058
32.0,1.505149978319906,1.5000998148677431,1.510200141772069
33.2,1.5211380837040362,1.5160879202518733,1.5261882471561992
33.4,1.5237464668115646,1.5186963033594016,1.5287966302637275
33.5,1.5250448070368452,1.5199946435846823,1.530094970489008
34.0,1.5314789170422551,1.5264287535900922,1.536529080494418
35.0,1.5440680443502757,1.5390178808981128,1.5491182078024386
36.0,1.5563025007672873,1.5512523373151244,1.5613526642194502
