T_half_class_days,T_half_lower_bound,T_half_upper_bound,T_half_log10_lower,T_half_log10_upper
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
7.083333,4.6875,15.0,0.671,1.176
7.083333,4.6875,15.0,0.671,1.176
70.833333,45.833333,145.833333,1.661,2.164
229.166667,145.833333,458.333333,2.164,2.661
229.166667,145.833333,458.333333,2.164,2.661
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
2.291667,1.5,4.6875,0.176,0.671
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
2.291667,1.5,4.6875,0.176,0.671
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
22.916667,15.0,45.833333,1.176,1.661
70.833333,45.833333,145.833333,1.661,2.164
70.833333,45.833333,145.833333,1.661,2.164
0.208,0.104,0.3837499185667666,-0.9829666607012196,-0.41595170367373474
0.708,0.3837499185667666,1.2738665550205797,-0.41595170367373474,0.10512393549256062
2.292,1.2738665550205797,4.029173116161677,0.10512393549256062,0.6052159275468708
2.292,1.2738665550205797,4.029173116161677,0.10512393549256062,0.6052159275468708
2.292,1.2738665550205797,4.029173116161677,0.10512393549256062,0.6052159275468708
2.292,1.2738665550205797,4.029173116161677,0.10512393549256062,0.6052159275468708
2.292,1.2738665550205797,4.029173116161677,0.10512393549256062,0.6052159275468708
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
7.083,4.029173116161677,12.740530247992035,0.6052159275468708,1.1051875032728657
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
22.917,12.740530247992035,40.289947393859926,1.1051875032728657,1.6051967003352314
