class_value,log10_class,log10_lower,log10_upper
0.5541667,-0.25635957462154463,-0.27037393642166635,-0.2423452128214229
0.69,-0.16115090926274472,-0.17516527106286645,-0.147136547462623
1.01666,0.007175736785117942,-0.0068386250150037796,0.021190098585239663
1.1,0.04139268515822508,0.027378323358103356,0.0554070469583468
1.333333,0.12493862803466593,0.11092426623454421,0.13895298983478765
1.5,0.17609125905568124,0.16207689725555952,0.19010562085580296
2.1,0.3222192947339193,0.3082049329337976,0.336233656534041
2.25,0.3521825181113625,0.33816815631124075,0.3661968799114842
2.4,0.38021124171160603,0.3661968799114843,0.39422560351172775
2.9,0.4623979978989561,0.44838363609883436,0.4764123596990778
3.2,0.505149978319906,0.4911356165197843,0.5191643401200278
3.3,0.5185139398778874,0.5044995780777657,0.5325283016780091
3.9,0.5910646070264992,0.5770502452263775,0.6050789688266209
4.0,0.6020599913279624,0.5880456295278407,0.6160743531280841
5.0,0.6989700043360189,0.6849556425358971,0.7129843661361406
6.0,0.7781512503836436,0.7641368885835219,0.7921656121837654
6.6,0.8195439355418687,0.8055295737417469,0.8335582973419904
6.7,0.8260748027008264,0.8120604409007047,0.8400891645009482
6.9,0.8388490907372553,0.8248347289371336,0.852863452537377
7.0,0.8450980400142568,0.8310836782141351,0.8591124018143785
7.08333333333333,0.8502376796666677,0.836223317866546,0.8642520414667895
7.416667,0.8702087801161407,0.856194418316019,0.8842231419162624
9.0,0.9542425094393249,0.9402281476392031,0.9682568712394466
9.41,0.973589623427257,0.9595752616271352,0.9876039852273787
10.0,1.0,0.9859856381998783,1.0140143618001218
12.0,1.0791812460476249,1.0651668842475033,1.0931956078477465
14.3,1.1553360374650619,1.14132167566494,1.1693503992651837
15.0,1.1760912590556813,1.1620768972555595,1.1901056208558032
16.0,1.2041199826559248,1.1901056208558032,1.2181343444560464
17.0,1.2304489213782739,1.2164345595781523,1.2444632831783955
17.2,1.235528446907549,1.2215140851074273,1.2495428087076705
19.5,1.290034611362518,1.2760202495623965,1.3040489731626397
20.0,1.3010299956639813,1.2870156338638594,1.315044357464103
22.0,1.3424226808222062,1.3284083190220843,1.356437042622328
22.9166666666667,1.3601514477826384,1.3461370859825168,1.37416580958276
26.4,1.421603926869831,1.4075895650697094,1.4356182886699527
28.8,1.4593924877592308,1.4453781259591092,1.4734068495593524
30.5,1.4842998393467859,1.470285477546664,1.4983142011469077
31.0,1.4913616938342726,1.4773473320341508,1.5053760556343945
36.0,1.5563025007672873,1.5422881389671654,1.570316862567409
39.0,1.591064607026499,1.5770502452263773,1.605078968826621
45.0,1.6532125137753437,1.6391981519752221,1.6672268755754653
50.0,1.6989700043360187,1.684955642535897,1.7129843661361406
52.0,1.7160033436347992,1.7019889818346776,1.7300177054349208
53.0,1.724275869600789,1.7102615078006673,1.7382902314009105
60.0,1.7781512503836436,1.764136888583522,1.7921656121837652
70.0,1.845098040014257,1.831083678214135,1.8591124018143788
70.8333333333333,1.8502376796666677,1.836223317866546,1.8642520414667896
74.5,1.8721562727482928,1.858141910948171,1.8861706345484146
80.0,1.9030899869919435,1.889075625191822,1.9171043487920651
85.0,1.9294189257142926,1.915404563914171,1.9434332875144142
99.0,1.99563519459755,1.9816208327974283,2.0096495563976715
100.0,2.0,1.9859856381998782,2.014014361800122
104.0,2.0170333392987803,2.0030189774986584,2.031047701098902
123.0,2.089905111439398,2.0758907496392762,2.10391947323952
124.4,2.0948203803548,2.080806018554678,2.108834742154922
126.0,2.100370545117563,2.086356183317441,2.1143849069176848
135.0,2.130333768495006,2.1163194066948843,2.144348130295128
142.0,2.1522883443830563,2.1382739825829344,2.166302706183178
146.0,2.164352855784437,2.1503384939843153,2.178367217584559
149.0,2.173186268412274,2.159171906612152,2.187200630212396
150.0,2.1760912590556813,2.1620768972555595,2.190105620855803
155.0,2.1903316981702914,2.1763173363701696,2.204346059970413
173.0,2.2380461031287955,2.2240317413286737,2.2520604649289173
180.0,2.255272505103306,2.241258143303184,2.269286866903428
182.0,2.2600713879850747,2.246057026184953,2.2740857497851965
200.0,2.3010299956639813,2.2870156338638594,2.315044357464103
211.3,2.3248994970523134,2.3108851352521915,2.338913858852435
216.0,2.3344537511509307,2.320439389350809,2.3484681129510525
229.166666666667,2.3601514477826386,2.346137085982517,2.3741658095827605
231.0,2.3636119798921444,2.3495976180920226,2.3776263416922663
235.0,2.3710678622717363,2.3570535004716144,2.385082224071858
250.0,2.3979400086720375,2.3839256468719157,2.4119543704721593
290.0,2.462397997898956,2.4483836360988342,2.476412359699078
300.0,2.4771212547196626,2.4631068929195408,2.4911356165197844
312.0,2.494154594018443,2.480140232218321,2.5081689558185647
365.0,2.5622928644564746,2.548278502656353,2.5763072262565965
375.0,2.574031267727719,2.560016905927597,2.5880456295278407
511.0,2.708420900134713,2.694406538334591,2.7224352619348346
517.0,2.7134905430939424,2.6994761812938206,2.7275049048940643
577.0,2.7611758131557314,2.7471614513556095,2.775190174955853
666.3,2.823669813268136,2.8096554514680143,2.837684175068258
708.333333333333,2.8502376796666677,2.836223317866546,2.8642520414667896
875.0,2.942008053022313,2.9279936912221913,2.956022414822435
2291.66666666667,3.3601514477826386,3.346137085982517,3.3741658095827605
2700.0,3.4313637641589874,3.4173494023588655,3.445378125959109
3650.0,3.5622928644564746,3.548278502656353,3.5763072262565965
7083.33333333333,3.8502376796666677,3.836223317866546,3.8642520414667896
