smiles,split,y_log10,y_lower,y_upper
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,test,0.8502376796666677,3.176,inf
CCCCCCO,test,1.3601514477826384,0.671,1.176
COC(=O)c1ccccc1S(=O)(=O)N=C(O)N=c1nc(C)nc(OC)[nH]1,test,0.8450980400142568,2.164,2.661
Clc1ccccc1C(c1ccccc1Cl)C(Cl)(Cl)Cl,test,1.3601514477826384,3.176,inf
Nc1cccc2ccccc12,test,2.3601514477826386,1.661,2.164
CCOP(=S)(OCC)SCSCC,test,1.1553360374650619,0.176,0.671
CCc1ccccc1,test,0.8502376796666677,2.164,2.661
Oc1cc(Cl)cc(Cl)c1,test,1.5563025007672873,1.176,1.661
Nc1ccc(Br)cc1,test,2.0948203803548,1.661,2.164
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,test,1.3601514477826384,1.661,2.164
c1cc2ccc3cccc4ccc(c1)c2c34,test,3.3601514477826386,3.176,inf
CN(C)C(O)=Nc1ccc(Cl)c(Cl)c1,test,1.3601514477826384,2.164,2.661
c1ccsc1,test,1.8502376796666677,2.164,2.661
CN=C(O)Oc1ccccc1OC(C)C,test,0.8502376796666677,1.661,2.164
C1CCCCC1,test,2.3601514477826386,1.661,2.164
Clc1ccc(-c2ccccc2)c(Cl)c1Cl,test,3.3601514477826386,3.176,inf
CC(C)O,test,2.3601514477826386,0.671,1.176
COC(=O)c1sccc1S(=O)(=O)N=C(O)N=c1nc(C)nc(OC)[nH]1,test,3.3601514477826386,1.661,2.164
Cc1ccncc1,test,2.3601514477826386,2.164,2.661
c1ccc2cc3ccccc3cc2c1,test,3.3601514477826386,2.661,3.176
CC(O)c1ccccc1,test,0.8450980400142568,0.671,1.176
